hyp -> con,       occurrence(hyp),     occurrence(con),      support(rule),       confidence,      classical index,         entropic index,     classical simi,       entropic simi
V21 -> V9, 83.0000000000000000, 90.0000000000000000, 50.9202453987729982, 53.0120481927710898, 34.2692816324031497, 24.1567030614968807, 39.3556654453277588, 0.0000000000000000
V9 -> V7, 90.0000000000000000, 83.0000000000000000, 55.2147239263803726, 55.5555555555555571, 70.3634807341145319, 51.0824466102784100, 73.1134295463562012, 0.0000000000000000
V7 -> V9, 83.0000000000000000, 90.0000000000000000, 50.9202453987729982, 60.2409638554216897, 72.0618882925334390, 54.6214089972486363, 73.1134295463562012, 0.0000000000000000
V9 -> V26, 90.0000000000000000, 82.0000000000000000, 55.2147239263803726, 48.8888888888888857, 38.6416835117050042, 26.1971675236903572, 42.4793690443038940, 0.0000000000000000
V26 -> V9, 82.0000000000000000, 90.0000000000000000, 50.3067484662576661, 53.6585365853658587, 37.5192035682602949, 26.7208096318546637, 42.4793690443038940, 0.0000000000000000
V9 -> V48, 90.0000000000000000, 82.0000000000000000, 55.2147239263803726, 56.6666666666666643, 77.9831640761565694, 57.4147974107998351, 80.2522897720336914, 0.0000000000000000
V48 -> V9, 82.0000000000000000, 90.0000000000000000, 50.3067484662576661, 62.1951219512195124, 80.3856576041383875, 62.1726326214584333, 80.2522897720336914, 0.0000000000000000
V9 -> V40, 90.0000000000000000, 82.0000000000000000, 55.2147239263803726, 55.5555555555555571, 73.1235984397157921, 53.2493288372293492, 75.8676409721374512, 0.0000000000000000
V40 -> V9, 82.0000000000000000, 90.0000000000000000, 50.3067484662576661, 60.9756097560975618, 75.2664689889702458, 57.5779010990151932, 75.8676409721374512, 0.0000000000000000
V9 -> V34, 90.0000000000000000, 81.0000000000000000, 55.2147239263803726, 51.1111111111111072, 53.6159216518354214, 37.4037411200558907, 57.5663566589355469, 0.0000000000000000
V34 -> V9, 81.0000000000000000, 90.0000000000000000, 49.6932515337423339, 56.7901234567901199, 54.0404202875043751, 39.8475941394428759, 57.5663566589355469, 0.0000000000000000
V9 -> V24, 90.0000000000000000, 81.0000000000000000, 55.2147239263803726, 51.1111111111111072, 53.6159216518354214, 37.4037411200558907, 57.5663566589355469, 0.0000000000000000
V24 -> V9, 81.0000000000000000, 90.0000000000000000, 49.6932515337423339, 56.7901234567901199, 54.0404202875043751, 39.8475941394428759, 57.5663566589355469, 0.0000000000000000
V9 -> V19, 90.0000000000000000, 80.0000000000000000, 55.2147239263803726, 47.7777777777777786, 39.3577875729216018, 26.5548141341855448, 43.0025786161422729, 0.0000000000000000
V19 -> V9, 80.0000000000000000, 90.0000000000000000, 49.0797546012269947, 53.7500000000000000, 38.0226943650721054, 27.2823901928410386, 43.0025786161422729, 0.0000000000000000
V9 -> V51, 90.0000000000000000, 80.0000000000000000, 55.2147239263803726, 53.3333333333333357, 68.1814693603247122, 48.8475155059150907, 71.7693388462066650, 0.0000000000000000
V51 -> V9, 80.0000000000000000, 90.0000000000000000, 49.0797546012269947, 60.0000000000000000, 70.4226016436729623, 53.6556088150971888, 71.7693388462066650, 0.0000000000000000
V9 -> V54, 90.0000000000000000, 79.0000000000000000, 55.2147239263803726, 50.0000000000000000, 54.1838858494289681, 37.6104889101878399, 58.2777261734008789, 0.0000000000000000
V54 -> V9, 79.0000000000000000, 90.0000000000000000, 48.4662576687116555, 56.9620253164557013, 54.7914340165407268, 40.6953192112484814, 58.2777261734008789, 0.0000000000000000
V9 -> V5, 90.0000000000000000, 79.0000000000000000, 55.2147239263803726, 47.7777777777777786, 42.5366495209205127, 28.8104721044284489, 46.2626248598098755, 0.0000000000000000
V5 -> V9, 79.0000000000000000, 90.0000000000000000, 48.4662576687116555, 54.4303797468354418, 41.4799294155468488, 30.0620135182582189, 46.2626248598098755, 0.0000000000000000
V9 -> V14, 90.0000000000000000, 79.0000000000000000, 55.2147239263803726, 48.8888888888888857, 48.3216246633897271, 33.1375310022850229, 52.2963285446166992, 0.0000000000000000
V14 -> V9, 79.0000000000000000, 90.0000000000000000, 48.4662576687116555, 55.6962025316455680, 48.0779050953003235, 35.2790690407227530, 52.2963285446166992, 0.0000000000000000
V9 -> V39, 90.0000000000000000, 79.0000000000000000, 55.2147239263803726, 45.5555555555555571, 35.0245952606201172, 23.1182870420613646, 34.5815598964691162, 0.0000000000000000
V39 -> V9, 79.0000000000000000, 90.0000000000000000, 48.4662576687116555, 51.8987341772151893, 29.2965541111688275, 20.6915025389044480, 34.5815598964691162, 0.0000000000000000
V9 -> V31, 90.0000000000000000, 78.0000000000000000, 55.2147239263803726, 45.5555555555555571, 38.1406009197235107, 25.2780612496301842, 37.6365184783935547, 0.0000000000000000
V31 -> V9, 78.0000000000000000, 90.0000000000000000, 47.8527607361963234, 52.5641025641025692, 32.3767310031940383, 23.1020341063076273, 37.6365184783935547, 0.0000000000000000
V9 -> V47, 90.0000000000000000, 78.0000000000000000, 55.2147239263803726, 50.0000000000000000, 57.3645909574742063, 39.9527491641511716, 61.5802407264709473, 0.0000000000000000
V47 -> V9, 78.0000000000000000, 90.0000000000000000, 47.8527607361963234, 57.6923076923076863, 58.5335761952091218, 43.8903272870458707, 61.5802407264709473, 0.0000000000000000
V9 -> V16, 90.0000000000000000, 78.0000000000000000, 55.2147239263803726, 51.1111111111111072, 63.0659460382705603, 44.4390716915004376, 67.2509670257568359, 0.0000000000000000
V16 -> V9, 78.0000000000000000, 90.0000000000000000, 47.8527607361963234, 58.9743589743589780, 65.0935331621277413, 49.3820257185170064, 67.2509670257568359, 0.0000000000000000
V9 -> V45, 90.0000000000000000, 77.0000000000000000, 55.2147239263803726, 44.4444444444444429, 35.7547402381896973, 23.4822122950054144, 34.9835216999053955, 0.0000000000000000
V45 -> V9, 77.0000000000000000, 90.0000000000000000, 47.2392638036809842, 51.9480519480519405, 29.6557749060288742, 21.0982533628824953, 34.9835216999053955, 0.0000000000000000
V9 -> V18, 90.0000000000000000, 76.0000000000000000, 55.2147239263803726, 48.8888888888888857, 57.8748954764007237, 40.0967259677964591, 62.3400568962097168, 0.0000000000000000
V18 -> V9, 76.0000000000000000, 90.0000000000000000, 46.6257668711656379, 57.8947368421052673, 59.3495794763356130, 44.8169880612933866, 62.3400568962097168, 0.0000000000000000
V9 -> V35, 90.0000000000000000, 76.0000000000000000, 55.2147239263803726, 47.7777777777777786, 52.1311335870613703, 35.6893665664705040, 56.3580513000488281, 0.0000000000000000
V35 -> V9, 76.0000000000000000, 90.0000000000000000, 46.6257668711656379, 56.5789473684210478, 52.5320407702736105, 39.1987547973982515, 56.3580513000488281, 0.0000000000000000
V9 -> V38, 90.0000000000000000, 76.0000000000000000, 55.2147239263803726, 54.4444444444444429, 82.6686054097283289, 60.5534160950616709, 86.1322283744812012, 0.0000000000000000
V38 -> V9, 76.0000000000000000, 90.0000000000000000, 46.6257668711656379, 64.4736842105263150, 87.0726316347554103, 69.5162018142391958, 86.1322283744812012, 0.0000000000000000
V9 -> V8, 90.0000000000000000, 74.0000000000000000, 55.2147239263803726, 42.2222222222222214, 34.1700434684753418, 22.1173826880292062, 32.7345579862594604, 0.0000000000000000
V8 -> V9, 74.0000000000000000, 90.0000000000000000, 45.3987730061349666, 51.3513513513513473, 27.3395730698388419, 19.5276244215930745, 32.7345579862594604, 0.0000000000000000
V9 -> V2, 90.0000000000000000, 74.0000000000000000, 55.2147239263803726, 54.4444444444444429, 86.3408808959593728, 63.5576272405511986, 89.8600935935974121, 0.0000000000000000
V2 -> V9, 74.0000000000000000, 90.0000000000000000, 45.3987730061349666, 66.2162162162162105, 91.2070185210843221, 74.0881829520782986, 89.8600935935974121, 0.0000000000000000
V9 -> V6, 90.0000000000000000, 73.0000000000000000, 55.2147239263803726, 45.5555555555555571, 53.9169967174530029, 36.3911991705295179, 54.3476045131683350, 0.0000000000000000
V6 -> V9, 73.0000000000000000, 90.0000000000000000, 44.7852760736196345, 56.1643835616438380, 50.1814431920285955, 37.6074291105424123, 54.3476045131683350, 0.0000000000000000
V9 -> V29, 90.0000000000000000, 73.0000000000000000, 55.2147239263803726, 44.4444444444444429, 48.2645630836486816, 32.1763753890991211, 48.0732023715972900, 0.0000000000000000
V29 -> V9, 73.0000000000000000, 90.0000000000000000, 44.7852760736196345, 54.7945205479452042, 43.2641943538975440, 32.0255934731986898, 48.0732023715972900, 0.0000000000000000
V9 -> V33, 90.0000000000000000, 70.0000000000000000, 55.2147239263803726, 40.0000000000000000, 35.5746686458587646, 22.7667624475545018, 33.4943115711212158, 0.0000000000000000
V33 -> V9, 70.0000000000000000, 90.0000000000000000, 42.9447852760736239, 51.4285714285714235, 27.9951309344812955, 20.2683807904496085, 33.4943115711212158, 0.0000000000000000
V9 -> V28, 90.0000000000000000, 69.0000000000000000, 55.2147239263803726, 37.7777777777777786, 28.4729063510894775, 17.7993784598779108, 25.3360360860824585, 0.0000000000000000
V28 -> V9, 69.0000000000000000, 90.0000000000000000, 42.3312883435582847, 49.2753623188405854, 20.1238385491323797, 14.3213337254000876, 25.3360360860824585, 0.0000000000000000
V9 -> V12, 90.0000000000000000, 69.0000000000000000, 55.2147239263803726, 40.0000000000000000, 38.5434925556182861, 24.7570615990003375, 36.6955578327178955, 0.0000000000000000
V12 -> V9, 69.0000000000000000, 90.0000000000000000, 42.3312883435582847, 52.1739130434782581, 31.1807509506625493, 22.7999663348102857, 36.6955578327178955, 0.0000000000000000
V49 -> V17, 90.0000000000000000, 90.0000000000000000, 55.2147239263803726, 57.7777777777777715, 60.2651545225684231, 43.7212710431813392, 62.8252506256103516, 0.0000000000000000
V17 -> V49, 90.0000000000000000, 90.0000000000000000, 55.2147239263803726, 57.7777777777777715, 60.2651545225684231, 43.7212710431813392, 62.8252506256103516, 0.0000000000000000
V49 -> V27, 90.0000000000000000, 89.0000000000000000, 55.2147239263803726, 56.6666666666666643, 57.4360149128462467, 41.3261832772223059, 60.4562640190124512, 0.0000000000000000
V27 -> V49, 89.0000000000000000, 90.0000000000000000, 54.6012269938650263, 57.3033707865168509, 57.5285921429462306, 41.6500075425474563, 60.4562640190124512, 0.0000000000000000
V49 -> V37, 90.0000000000000000, 88.0000000000000000, 55.2147239263803726, 53.3333333333333357, 42.2952693225260177, 29.4377522451746252, 46.6332614421844482, 0.0000000000000000
V37 -> V49, 88.0000000000000000, 90.0000000000000000, 53.9877300613496942, 54.5454545454545396, 42.1062627379990815, 29.6711314315806547, 46.6332614421844482, 0.0000000000000000
V49 -> V3, 90.0000000000000000, 87.0000000000000000, 55.2147239263803726, 52.2222222222222285, 39.6870583607245280, 27.3865820381642529, 44.0542757511138916, 0.0000000000000000
V3 -> V49, 87.0000000000000000, 90.0000000000000000, 53.3742331288343621, 54.0229885057471293, 39.3112674440355718, 27.6349999102521764, 44.0542757511138916, 0.0000000000000000
V49 -> V32, 90.0000000000000000, 87.0000000000000000, 55.2147239263803726, 51.1111111111111072, 33.9692105128807853, 23.1365383203251795, 38.4426563978195190, 0.0000000000000000
V32 -> V49, 87.0000000000000000, 90.0000000000000000, 53.3742331288343621, 52.8735632183908066, 33.4105146243900109, 23.1819299663343621, 38.4426563978195190, 0.0000000000000000
V49 -> V43, 90.0000000000000000, 87.0000000000000000, 55.2147239263803726, 53.3333333333333357, 45.6824391742823224, 31.9275282477383335, 49.7881203889846802, 0.0000000000000000
V43 -> V49, 87.0000000000000000, 90.0000000000000000, 53.3742331288343621, 55.1724137931034448, 45.5204834877595914, 32.4098019098532433, 49.7881203889846802, 0.0000000000000000
V49 -> V25, 90.0000000000000000, 87.0000000000000000, 55.2147239263803726, 50.0000000000000000, 28.6372296977136180, 19.2446727060736045, 33.0635994672775269, 0.0000000000000000
V25 -> V49, 87.0000000000000000, 90.0000000000000000, 53.3742331288343621, 51.7241379310344840, 27.9364157115111098, 19.1250997237485834, 33.0635994672775269, 0.0000000000000000
V49 -> V46, 90.0000000000000000, 87.0000000000000000, 55.2147239263803726, 53.3333333333333357, 45.6824391742823224, 31.9275282477383335, 49.7881203889846802, 0.0000000000000000
V46 -> V49, 87.0000000000000000, 90.0000000000000000, 53.3742331288343621, 55.1724137931034448, 45.5204834877595914, 32.4098019098532433, 49.7881203889846802, 0.0000000000000000
V49 -> V41, 90.0000000000000000, 86.0000000000000000, 55.2147239263803726, 55.5555555555555571, 61.2458191987613745, 44.0236524684490931, 64.2452597618103027, 0.0000000000000000
V41 -> V49, 86.0000000000000000, 90.0000000000000000, 52.7607361963190158, 58.1395348837209340, 61.8082560055028409, 45.5390633609033841, 64.2452597618103027, 0.0000000000000000
V49 -> V52, 90.0000000000000000, 86.0000000000000000, 55.2147239263803726, 52.2222222222222285, 43.0159565945294347, 29.8085238840523665, 47.1964001655578613, 0.0000000000000000
V52 -> V49, 86.0000000000000000, 90.0000000000000000, 52.7607361963190158, 54.6511627906976685, 42.6687384689642428, 30.3073991529144209, 47.1964001655578613, 0.0000000000000000
V49 -> V42, 90.0000000000000000, 86.0000000000000000, 55.2147239263803726, 54.4444444444444429, 55.1956785005311730, 39.2054472766100162, 58.7026894092559814, 0.0000000000000000
V42 -> V49, 86.0000000000000000, 90.0000000000000000, 52.7607361963190158, 56.9767441860465098, 55.4591617747263399, 40.3777968436714048, 58.7026894092559814, 0.0000000000000000
V49 -> V23, 90.0000000000000000, 86.0000000000000000, 55.2147239263803726, 54.4444444444444429, 55.1956785005311730, 39.2054472766100162, 58.7026894092559814, 0.0000000000000000
V23 -> V49, 86.0000000000000000, 90.0000000000000000, 52.7607361963190158, 56.9767441860465098, 55.4591617747263399, 40.3777968436714048, 58.7026894092559814, 0.0000000000000000
V49 -> V22, 90.0000000000000000, 84.0000000000000000, 55.2147239263803726, 54.4444444444444429, 61.7176366307841349, 44.1506199446478291, 64.9754047393798828, 0.0000000000000000
V22 -> V49, 84.0000000000000000, 90.0000000000000000, 51.5337423312883445, 58.3333333333333357, 62.6039132861131336, 46.4724815677138920, 64.9754047393798828, 0.0000000000000000
V49 -> V10, 90.0000000000000000, 84.0000000000000000, 55.2147239263803726, 46.6666666666666643, 25.3588914871215820, 16.5888244465207322, 26.0048300027847290, 0.0000000000000000
V10 -> V49, 84.0000000000000000, 90.0000000000000000, 51.5337423312883445, 50.0000000000000000, 21.0107962336127727, 14.2624692284690138, 26.0048300027847290, 0.0000000000000000
V49 -> V13, 90.0000000000000000, 84.0000000000000000, 55.2147239263803726, 60.0000000000000000, 86.0696504549578520, 65.0651136763270301, 86.8395149707794189, 0.0000000000000000
V13 -> V49, 84.0000000000000000, 90.0000000000000000, 51.5337423312883445, 64.2857142857142918, 87.9482755531309550, 68.9909850374420159, 86.8395149707794189, 0.0000000000000000
V49 -> V53, 90.0000000000000000, 84.0000000000000000, 55.2147239263803726, 48.8888888888888857, 32.4023513776229208, 21.7821518437607722, 36.3348037004470825, 0.0000000000000000
V53 -> V49, 84.0000000000000000, 90.0000000000000000, 51.5337423312883445, 52.3809523809523867, 31.1812333017956185, 21.7512593270900290, 36.3348037004470825, 0.0000000000000000
V49 -> V4, 90.0000000000000000, 83.0000000000000000, 55.2147239263803726, 56.6666666666666643, 75.4990746550415537, 55.4238911263878222, 77.7556002140045166, 0.0000000000000000
V4 -> V49, 83.0000000000000000, 90.0000000000000000, 50.9202453987729982, 61.4457831325301171, 77.4925935971499058, 59.3948057895696735, 77.7556002140045166, 0.0000000000000000
V49 -> V20, 90.0000000000000000, 83.0000000000000000, 55.2147239263803726, 52.2222222222222285, 53.0340515381661035, 37.1789035461953219, 56.8710803985595703, 0.0000000000000000
V20 -> V49, 83.0000000000000000, 90.0000000000000000, 50.9202453987729982, 56.6265060240963933, 53.3078398323085310, 39.0180662283835602, 56.8710803985595703, 0.0000000000000000
V49 -> V21, 90.0000000000000000, 83.0000000000000000, 55.2147239263803726, 54.4444444444444429, 64.8305948698807128, 46.5331073278270893, 68.0296778678894043, 0.0000000000000000
V21 -> V49, 83.0000000000000000, 90.0000000000000000, 50.9202453987729982, 59.0361445783132552, 66.1245654053679459, 49.5538913581512119, 68.0296778678894043, 0.0000000000000000
V49 -> V7, 90.0000000000000000, 83.0000000000000000, 55.2147239263803726, 50.0000000000000000, 41.1427091774082427, 28.1371367478605698, 45.1313585042953491, 0.0000000000000000
V7 -> V49, 83.0000000000000000, 90.0000000000000000, 50.9202453987729982, 54.2168674698795172, 40.3679769237096338, 28.8241750309086981, 45.1313585042953491, 0.0000000000000000
V49 -> V26, 90.0000000000000000, 82.0000000000000000, 55.2147239263803726, 47.7777777777777786, 33.1544374283602821, 22.1868999103551552, 36.7583304643630981, 0.0000000000000000
V26 -> V49, 82.0000000000000000, 90.0000000000000000, 50.3067484662576661, 52.4390243902439011, 31.5703735680237365, 22.1938366838892840, 36.7583304643630981, 0.0000000000000000
V49 -> V48, 90.0000000000000000, 82.0000000000000000, 55.2147239263803726, 46.6666666666666643, 31.2111794948577881, 20.6095783559157404, 31.3172757625579834, 0.0000000000000000
V48 -> V49, 82.0000000000000000, 90.0000000000000000, 50.3067484662576661, 51.2195121951219505, 26.1087636935734224, 18.1110211178242189, 31.3172757625579834, 0.0000000000000000
V49 -> V40, 90.0000000000000000, 82.0000000000000000, 55.2147239263803726, 52.2222222222222285, 56.3068601364162902, 39.6140998418988346, 60.1102948188781738, 0.0000000000000000
V40 -> V49, 82.0000000000000000, 90.0000000000000000, 50.3067484662576661, 57.3170731707317032, 56.9599645004557260, 42.0974602440140444, 60.1102948188781738, 0.0000000000000000
V49 -> V34, 90.0000000000000000, 81.0000000000000000, 55.2147239263803726, 45.5555555555555571, 28.9982736110687256, 18.9750313452842754, 28.8818031549453735, 0.0000000000000000
V34 -> V49, 81.0000000000000000, 90.0000000000000000, 49.6932515337423339, 50.6172839506172849, 23.7133496864470601, 16.4008133080745857, 28.8818031549453735, 0.0000000000000000
V49 -> V24, 90.0000000000000000, 81.0000000000000000, 55.2147239263803726, 45.5555555555555571, 28.9982736110687256, 18.9750313452842754, 28.8818031549453735, 0.0000000000000000
V24 -> V49, 81.0000000000000000, 90.0000000000000000, 49.6932515337423339, 50.6172839506172849, 23.7133496864470601, 16.4008133080745857, 28.8818031549453735, 0.0000000000000000
V49 -> V19, 90.0000000000000000, 80.0000000000000000, 55.2147239263803726, 48.8888888888888857, 45.0810003602137215, 30.8018636667901475, 48.9689916372299194, 0.0000000000000000
V19 -> V49, 80.0000000000000000, 90.0000000000000000, 49.0797546012269947, 55.0000000000000071, 44.4436325893580531, 32.2938584263564223, 48.9689916372299194, 0.0000000000000000
V49 -> V51, 90.0000000000000000, 80.0000000000000000, 55.2147239263803726, 50.0000000000000000, 50.9505496458154425, 35.2425845727766216, 54.9586236476898193, 0.0000000000000000
V51 -> V49, 80.0000000000000000, 90.0000000000000000, 49.0797546012269947, 56.2500000000000000, 51.0745706768012795, 37.5708084685319079, 54.9586236476898193, 0.0000000000000000
V49 -> V54, 90.0000000000000000, 79.0000000000000000, 55.2147239263803726, 42.2222222222222214, 20.4638898372650146, 12.9595861807243615, 19.7418749332427979, 0.0000000000000000
V54 -> V49, 79.0000000000000000, 90.0000000000000000, 48.4662576687116555, 48.1012658227848107, 15.1864455531351972, 10.2908688468163767, 19.7418749332427979, 0.0000000000000000
V49 -> V5, 90.0000000000000000, 79.0000000000000000, 55.2147239263803726, 46.6666666666666643, 40.6010210514068604, 27.1515392002719516, 40.3138846158981323, 0.0000000000000000
V5 -> V49, 79.0000000000000000, 90.0000000000000000, 48.4662576687116555, 53.1645569620253085, 35.1707724357527312, 25.1670531630628638, 40.3138846158981323, 0.0000000000000000
V49 -> V14, 90.0000000000000000, 79.0000000000000000, 55.2147239263803726, 58.8888888888888928, 90.7228905792402287, 68.7353046834474668, 92.2239184379577637, 0.0000000000000000
V14 -> V49, 79.0000000000000000, 90.0000000000000000, 48.4662576687116555, 67.0886075949367182, 93.7430831131388942, 75.9967774500112938, 92.2239184379577637, 0.0000000000000000
V49 -> V39, 90.0000000000000000, 79.0000000000000000, 55.2147239263803726, 44.4444444444444429, 29.7538697719573975, 19.3774995759497273, 29.1827350854873657, 0.0000000000000000
V39 -> V49, 79.0000000000000000, 90.0000000000000000, 48.4662576687116555, 50.6329113924050631, 23.9675283005859505, 16.7020772520397855, 29.1827350854873657, 0.0000000000000000
V49 -> V31, 90.0000000000000000, 78.0000000000000000, 55.2147239263803726, 53.3333333333333357, 73.6575600761274529, 53.0859254819658446, 77.3857831954956055, 0.0000000000000000
V31 -> V49, 78.0000000000000000, 90.0000000000000000, 47.8527607361963234, 61.5384615384615401, 76.9674050731057378, 59.7213893131798486, 77.3857831954956055, 0.0000000000000000
V49 -> V47, 90.0000000000000000, 78.0000000000000000, 55.2147239263803726, 42.2222222222222214, 22.9740977287292480, 14.6183208413285168, 22.0004290342330933, 0.0000000000000000
V47 -> V49, 78.0000000000000000, 90.0000000000000000, 47.8527607361963234, 48.7179487179487154, 17.2056752063341811, 11.7866866744398813, 22.0004290342330933, 0.0000000000000000
V49 -> V16, 90.0000000000000000, 78.0000000000000000, 55.2147239263803726, 53.3333333333333357, 73.6575600761274529, 53.0859254819658446, 77.3857831954956055, 0.0000000000000000
V16 -> V49, 78.0000000000000000, 90.0000000000000000, 47.8527607361963234, 61.5384615384615401, 76.9674050731057378, 59.7213893131798486, 77.3857831954956055, 0.0000000000000000
V49 -> V45, 90.0000000000000000, 77.0000000000000000, 55.2147239263803726, 44.4444444444444429, 35.7547402381896973, 23.4822122950054144, 34.9835216999053955, 0.0000000000000000
V45 -> V49, 77.0000000000000000, 90.0000000000000000, 47.2392638036809842, 51.9480519480519405, 29.6557749060288742, 21.0982533628824953, 34.9835216999053955, 0.0000000000000000
V49 -> V18, 90.0000000000000000, 76.0000000000000000, 55.2147239263803726, 50.0000000000000000, 63.4946860043992700, 44.5053673806376651, 68.0392026901245117, 0.0000000000000000
V18 -> V49, 76.0000000000000000, 90.0000000000000000, 46.6257668711656379, 59.2105263157894655, 65.9594462210918380, 50.3916221276046770, 68.0392026901245117, 0.0000000000000000
V49 -> V35, 90.0000000000000000, 76.0000000000000000, 55.2147239263803726, 47.7777777777777786, 52.1311335870613703, 35.6893665664705040, 56.3580513000488281, 0.0000000000000000
V35 -> V49, 76.0000000000000000, 90.0000000000000000, 46.6257668711656379, 56.5789473684210478, 52.5320407702736105, 39.1987547973982515, 56.3580513000488281, 0.0000000000000000
V49 -> V38, 90.0000000000000000, 76.0000000000000000, 55.2147239263803726, 47.7777777777777786, 52.1311335870613703, 35.6893665664705040, 56.3580513000488281, 0.0000000000000000
V38 -> V49, 76.0000000000000000, 90.0000000000000000, 46.6257668711656379, 56.5789473684210478, 52.5320407702736105, 39.1987547973982515, 56.3580513000488281, 0.0000000000000000
V49 -> V8, 90.0000000000000000, 74.0000000000000000, 55.2147239263803726, 46.6666666666666643, 56.4654439687728882, 38.4488101889072311, 57.0841908454895020, 0.0000000000000000
V8 -> V49, 74.0000000000000000, 90.0000000000000000, 45.3987730061349666, 56.7567567567567579, 53.2905343114256382, 40.0423646702989018, 57.0841908454895020, 0.0000000000000000
V49 -> V2, 90.0000000000000000, 74.0000000000000000, 55.2147239263803726, 47.7777777777777786, 58.3735386627905015, 40.2241919949456275, 63.1172776222229004, 0.0000000000000000
V2 -> V49, 74.0000000000000000, 90.0000000000000000, 45.3987730061349666, 58.1081081081081052, 60.1861452190418618, 45.7654060761755659, 63.1172776222229004, 0.0000000000000000
V49 -> V6, 90.0000000000000000, 73.0000000000000000, 55.2147239263803726, 46.6666666666666643, 59.4912290573120117, 40.6402463437800847, 60.5152130126953125, 0.0000000000000000
V6 -> V49, 73.0000000000000000, 90.0000000000000000, 44.7852760736196345, 57.5342465753424648, 57.1635939708439409, 43.3593477902136115, 60.5152130126953125, 0.0000000000000000
V49 -> V29, 90.0000000000000000, 73.0000000000000000, 55.2147239263803726, 50.0000000000000000, 71.8862647014319833, 50.8312652445537054, 77.0119190216064453, 0.0000000000000000
V29 -> V49, 73.0000000000000000, 90.0000000000000000, 44.7852760736196345, 61.6438356164383592, 76.4241477413530390, 60.0033407870895417, 77.0119190216064453, 0.0000000000000000
V49 -> V33, 90.0000000000000000, 70.0000000000000000, 55.2147239263803726, 37.7777777777777786, 25.8184611797332764, 16.0756724950797398, 22.7228164672851562, 0.0000000000000000
V33 -> V49, 70.0000000000000000, 90.0000000000000000, 42.9447852760736239, 48.5714285714285694, 17.7393901606255788, 12.4954994851679402, 22.7228164672851562, 0.0000000000000000
V49 -> V28, 90.0000000000000000, 69.0000000000000000, 55.2147239263803726, 41.1111111111111072, 43.9423382282257080, 28.5947936585300972, 42.9394721984863281, 0.0000000000000000
V28 -> V49, 69.0000000000000000, 90.0000000000000000, 42.3312883435582847, 53.6231884057971087, 37.6417390366949078, 27.8851565477820316, 42.9394721984863281, 0.0000000000000000
V49 -> V12, 90.0000000000000000, 69.0000000000000000, 55.2147239263803726, 46.6666666666666643, 70.5952763557434082, 48.8016866939012957, 73.6354351043701172, 0.0000000000000000
V12 -> V49, 69.0000000000000000, 90.0000000000000000, 42.3312883435582847, 60.8695652173913118, 72.3423607715096466, 56.9313483843187029, 73.6354351043701172, 0.0000000000000000
V17 -> V27, 90.0000000000000000, 89.0000000000000000, 55.2147239263803726, 55.5555555555555571, 51.1982790451929617, 36.3914228435326450, 54.8757672309875488, 0.0000000000000000
V27 -> V17, 89.0000000000000000, 90.0000000000000000, 54.6012269938650263, 56.1797752808988804, 51.2131800321909765, 36.6282152255575681, 54.8757672309875488, 0.0000000000000000
V17 -> V37, 90.0000000000000000, 88.0000000000000000, 55.2147239263803726, 55.5555555555555571, 54.6183928237991410, 38.9737760774814390, 58.0209076404571533, 0.0000000000000000
V37 -> V17, 88.0000000000000000, 90.0000000000000000, 53.9877300613496942, 56.8181818181818201, 54.7343199709367738, 39.5428398463359159, 58.0209076404571533, 0.0000000000000000
V17 -> V3, 90.0000000000000000, 87.0000000000000000, 55.2147239263803726, 54.4444444444444429, 51.8259514728534469, 36.6732407685298440, 55.5263578891754150, 0.0000000000000000
V3 -> V17, 87.0000000000000000, 90.0000000000000000, 53.3742331288343621, 56.3218390804597675, 51.8949266628628152, 37.4093709494933506, 55.5263578891754150, 0.0000000000000000
V17 -> V32, 90.0000000000000000, 87.0000000000000000, 55.2147239263803726, 53.3333333333333357, 45.6824391742823224, 31.9275282477383335, 49.7881203889846802, 0.0000000000000000
V32 -> V17, 87.0000000000000000, 90.0000000000000000, 53.3742331288343621, 55.1724137931034448, 45.5204834877595914, 32.4098019098532433, 49.7881203889846802, 0.0000000000000000
V17 -> V43, 90.0000000000000000, 87.0000000000000000, 55.2147239263803726, 50.0000000000000000, 28.6372296977136180, 19.2446727060736045, 33.0635994672775269, 0.0000000000000000
V43 -> V17, 87.0000000000000000, 90.0000000000000000, 53.3742331288343621, 51.7241379310344840, 27.9364157115111098, 19.1250997237485834, 33.0635994672775269, 0.0000000000000000
V17 -> V25, 90.0000000000000000, 87.0000000000000000, 55.2147239263803726, 45.5555555555555571, 13.8677716255187988, 8.7958853694063706, 15.4984578490257263, 0.0000000000000000
V25 -> V17, 87.0000000000000000, 90.0000000000000000, 53.3742331288343621, 47.1264367816091934, 11.5593337672786447, 7.4689436155856601, 15.4984578490257263, 0.0000000000000000
V17 -> V46, 90.0000000000000000, 87.0000000000000000, 55.2147239263803726, 56.6666666666666643, 63.9826170987244609, 46.3704114854856115, 66.5505409240722656, 0.0000000000000000
V46 -> V17, 87.0000000000000000, 90.0000000000000000, 53.3742331288343621, 58.6206896551724057, 64.4981289101635582, 47.6189223510639223, 66.5505409240722656, 0.0000000000000000
V17 -> V41, 90.0000000000000000, 86.0000000000000000, 55.2147239263803726, 48.8888888888888857, 26.5277701569697086, 17.6693685733250341, 30.6537270545959473, 0.0000000000000000
